genealogy_id,parent_id,child_id,parent_type
1,21705,23355,mother
1,21706,23356,father
1,21707,23356,mother
1,21708,23357,father
1,21709,23357,mother
1,21710,23358,father
1,21711,23358,mother
1,21712,23359,father
1,21713,23359,mother
1,21714,23360,father
1,21715,23360,mother
1,21716,23361,father
1,21717,23361,mother
1,21718,23362,father
1,21719,23362,mother
1,21720,23363,father
1,21721,23363,mother
1,21722,23364,father
1,21723,23364,mother
1,21724,23365,father
1,21725,23365,mother
1,21726,23366,father
1,21727,23366,mother
1,21728,23367,father
1,21729,23367,mother
1,21730,23368,father
1,21731,23368,mother
1,21732,23369,father
1,21733,23369,mother
1,21734,23370,father
1,21735,23370,mother
1,21736,23371,father
1,21737,23371,mother
1,21738,23372,father
1,21739,23372,mother
1,21740,23373,father
1,21741,23373,mother
1,21742,23374,father
1,21743,23374,mother
1,21744,23375,father
1,21745,23375,mother
1,21746,23376,father
1,21747,23376,mother
1,21748,23377,father
1,21749,23377,mother
1,21750,23378,father
1,21751,23378,mother
1,21752,23379,father
1,21753,23379,mother
1,21754,23380,father
1,21755,23380,mother
1,21756,23381,father
1,21757,23381,mother
1,21758,23382,father
1,21759,23382,mother
1,21760,23383,father
1,21761,23383,mother
1,21762,23384,father
1,21763,23384,mother
1,21764,23385,father
1,21765,23385,mother
1,21766,23386,father
1,21767,23386,mother
1,21768,23387,father
1,21769,23387,mother
1,21770,23388,father
1,21771,23388,mother
1,21772,23389,father
1,21773,23389,mother
1,21774,23390,father
1,21775,23390,mother
1,21776,23391,father
1,21777,23391,mother
1,21778,23392,father
1,21779,23392,mother
1,21780,23393,father
1,21781,23393,mother
1,21782,23394,father
1,21783,23394,mother
1,21784,23395,father
1,21785,23395,mother
1,21786,23396,father
1,21787,23396,mother
1,21788,23397,father
1,21789,23397,mother
1,21790,23398,father
1,21791,23398,mother
1,21792,23399,father
1,21793,23399,mother
1,21794,23400,father
1,21795,23400,mother
1,21796,23401,father
1,21797,23401,mother
1,21798,23402,father
1,21799,23402,mother
1,21800,23403,father
1,21801,23403,mother
1,21802,23404,father
1,21803,23404,mother
1,21804,23405,father
1,21805,23405,mother
1,21806,23406,father
1,21807,23406,mother
1,21808,23407,father
1,21809,23407,mother
1,21810,23408,father
1,21811,23408,mother
1,21812,23409,father
1,21813,23409,mother
1,21814,23410,father
1,21815,23410,mother
1,21816,23411,father
1,21817,23411,mother
1,21818,23412,father
1,21819,23412,mother
1,21820,23413,father
1,21821,23413,mother
1,21822,23414,father
1,21823,23414,mother
1,21824,23415,father
1,21825,23415,mother
1,21826,23416,father
1,21827,23416,mother
1,21828,23417,father
1,21829,23417,mother
1,21830,23418,father
1,21831,23418,mother
1,21832,23419,father
1,21833,23419,mother
1,21834,23420,father
1,21835,23420,mother
1,21836,23421,father
1,21837,23421,mother
1,21838,23422,father
1,21839,23422,mother
1,21840,23423,father
1,21841,23423,mother
1,21842,23424,father
1,21843,23424,mother
1,21844,23425,father
1,21845,23425,mother
1,21846,23426,father
1,21847,23426,mother
1,21848,23427,father
1,21849,23427,mother
1,21850,23428,father
1,21851,23428,mother
1,21852,23429,father
1,21853,23429,mother
1,21854,23430,father
1,21855,23430,mother
1,21856,23431,father
1,21857,23431,mother
1,21858,23432,father
1,21859,23432,mother
1,21860,23433,father
1,21861,23433,mother
1,21862,23434,father
1,21863,23434,mother
1,21864,23435,father
1,21865,23435,mother
1,21866,23436,father
1,21867,23436,mother
1,21868,23437,father
1,21869,23437,mother
1,21870,23438,father
1,21871,23438,mother
1,21872,23439,father
1,21873,23439,mother
1,21874,23440,father
1,21875,23440,mother
1,21876,23441,father
1,21877,23441,mother
1,21878,23442,father
1,21879,23442,mother
1,21880,23443,father
1,21881,23443,mother
1,21882,23444,father
1,21883,23444,mother
1,21884,23445,father
1,21885,23445,mother
1,21886,23446,father
1,21887,23446,mother
1,21888,23447,father
1,21889,23447,mother
1,21890,23448,father
1,21891,23448,mother
1,21892,23449,father
1,21893,23449,mother
1,21894,23450,father
1,21895,23450,mother
1,21896,23451,father
1,21897,23451,mother
1,21898,23452,father
1,21899,23452,mother
1,21900,23453,father
1,21901,23453,mother
1,21902,23454,father
1,21903,23454,mother
1,21904,23455,father
1,21905,23455,mother
1,21906,23456,father
1,21907,23456,mother
1,21908,23457,father
1,21909,23457,mother
1,21910,23458,father
1,21911,23458,mother
1,21912,23459,father
1,21913,23459,mother
1,21914,23460,father
1,21915,23460,mother
1,21916,23461,father
1,21917,23461,mother
1,21918,23462,father
1,21919,23462,mother
1,21920,23463,father
1,21921,23463,mother
1,21922,23464,father
1,21923,23464,mother
1,21924,23465,father
1,21925,23465,mother
1,21926,23466,father
1,21927,23466,mother
1,21928,23467,father
1,21929,23467,mother
1,21930,23468,father
1,21931,23468,mother
1,21932,23469,father
1,21933,23469,mother
1,21934,23470,father
1,21935,23470,mother
1,21936,23471,father
1,21937,23471,mother
1,21938,23472,father
1,21939,23472,mother
1,21940,23473,father
1,21941,23473,mother
1,21942,23474,father
1,21943,23474,mother
1,21944,23475,father
1,21945,23475,mother
1,21946,23476,father
1,21947,23476,mother
1,21948,23477,father
1,21949,23477,mother
1,21950,23478,father
1,21951,23478,mother
1,21952,23479,father
1,21953,23479,mother
1,21954,23480,father
1,21955,23480,mother
1,21956,23481,father
1,21957,23481,mother
1,21958,23482,father
1,21959,23482,mother
1,21960,23483,father
1,21961,23483,mother
1,21962,23484,father
1,21963,23484,mother
1,21964,23485,father
1,21965,23485,mother
1,21966,23486,father
1,21967,23486,mother
1,21968,23487,father
1,21969,23487,mother
1,21970,23488,father
1,21971,23488,mother
1,21972,23489,father
1,21973,23489,mother
1,21974,23490,father
1,21975,23490,mother
1,21976,23491,father
1,21977,23491,mother
1,21978,23492,father
1,21979,23492,mother
1,21980,23493,father
1,21981,23493,mother
1,21982,23494,father
1,21983,23494,mother
1,21984,23495,father
1,21985,23495,mother
1,21986,23496,father
1,21987,23496,mother
1,21988,23497,father
1,21989,23497,mother
1,21990,23498,father
1,21991,23498,mother
1,21992,23499,father
1,21993,23499,mother
1,21994,23500,father
1,21995,23500,mother
1,21996,23501,father
1,21997,23501,mother
1,21998,23502,father
1,21999,23502,mother
1,22000,23503,father
1,22001,23503,mother
1,22002,23504,father
1,22003,23504,mother
1,22004,23505,father
1,22005,23505,mother
1,22006,23506,father
1,22007,23506,mother
1,22008,23507,father
1,22009,23507,mother
1,22010,23508,father
1,22011,23508,mother
1,22012,23509,father
1,22013,23509,mother
1,22014,23510,father
1,22015,23510,mother
1,22016,23511,father
1,22017,23511,mother
1,22018,23512,father
1,22019,23512,mother
1,22020,23513,father
1,22021,23513,mother
1,22022,23514,father
1,22023,23514,mother
1,22024,23515,father
1,22025,23515,mother
1,22026,23516,father
1,22027,23516,mother
1,22028,23517,father
1,22029,23517,mother
1,22030,23518,father
1,22031,23518,mother
1,22032,23519,father
1,22033,23519,mother
1,22034,23520,father
1,22035,23520,mother
1,22036,23521,father
1,22037,23521,mother
1,22038,23522,father
1,22039,23522,mother
1,22040,23523,father
1,22041,23523,mother
1,22042,23524,father
1,22043,23524,mother
1,22044,23525,father
1,22045,23525,mother
1,22046,23526,father
1,22047,23526,mother
1,22048,23527,father
1,22049,23527,mother
1,22050,23528,father
1,22051,23528,mother
1,22052,23529,father
1,22053,23529,mother
1,22054,23530,father
1,22055,23530,mother
1,22056,23531,father
1,22057,23531,mother
1,22058,23532,father
1,22059,23532,mother
1,22060,23533,father
1,22061,23533,mother
1,22062,23534,father
1,22063,23534,mother
1,22064,23535,father
1,22065,23535,mother
1,22066,23536,father
1,22067,23536,mother
1,22068,23537,father
1,22069,23537,mother
1,22070,23538,father
1,22071,23538,mother
1,22072,23539,father
1,22073,23539,mother
1,22074,23540,father
1,22075,23540,mother
1,22076,23541,father
1,22077,23541,mother
1,22078,23542,father
1,22079,23542,mother
1,22080,23543,father
1,22081,23543,mother
1,22082,23544,father
1,22083,23544,mother
1,22084,23545,father
1,22085,23545,mother
1,22086,23546,father
1,22087,23546,mother
1,22088,23547,father
1,22089,23547,mother
1,22090,23548,father
1,22091,23548,mother
1,22092,23549,father
1,22093,23549,mother
1,22094,23550,father
1,22095,23550,mother
1,22096,23551,father
1,22097,23551,mother
1,22098,23552,father
1,22099,23552,mother
1,22100,23553,father
1,22101,23553,mother
1,22102,23554,father
1,22103,23554,mother
1,22104,23555,father
1,22105,23555,mother
1,22106,23556,father
1,22107,23556,mother
1,22108,23557,father
1,22109,23557,mother
1,22110,23558,father
1,22111,23558,mother
1,22112,23559,father
1,22113,23559,mother
1,22114,23560,father
1,22115,23560,mother
1,22116,23561,father
1,22117,23561,mother
1,22118,23562,father
1,22119,23562,mother
1,22120,23563,father
1,22121,23563,mother
1,22122,23564,father
1,22123,23564,mother
1,22124,23565,father
1,22125,23565,mother
1,22126,23566,father
1,22127,23566,mother
1,22128,23567,father
1,22129,23567,mother
1,22130,23568,father
1,22131,23568,mother
1,22132,23569,father
1,22133,23569,mother
1,22134,23570,father
1,22135,23570,mother
1,22136,23571,father
1,22137,23571,mother
1,22138,23572,father
1,22139,23572,mother
1,22140,23573,father
1,22141,23573,mother
1,22142,23574,father
1,22143,23574,mother
1,22144,23575,father
1,22145,23575,mother
1,22146,23576,father
1,22147,23576,mother
1,22148,23577,father
1,22149,23577,mother
1,22150,23578,father
1,22151,23578,mother
1,22152,23579,father
1,22153,23579,mother
1,22154,23580,father
1,22155,23580,mother
1,22156,23581,father
1,22157,23581,mother
1,22158,23582,father
1,22159,23582,mother
1,22160,23583,father
1,22161,23583,mother
1,22162,23584,father
1,22163,23584,mother
1,22164,23585,father
1,22165,23585,mother
1,22166,23586,father
1,22167,23586,mother
1,22168,23587,father
1,22169,23587,mother
1,22170,23588,father
1,22171,23588,mother
1,22172,23589,father
1,22173,23589,mother
1,22174,23590,father
1,22175,23590,mother
1,22176,23591,father
1,22177,23591,mother
1,22178,23592,father
1,22179,23592,mother
1,22180,23593,father
1,22181,23593,mother
1,22182,23594,father
1,22183,23594,mother
1,22184,23595,father
1,22185,23595,mother
1,22186,23596,father
1,22187,23596,mother
1,22188,23597,father
1,22189,23597,mother
1,22190,23598,father
1,22191,23598,mother
1,22192,23599,father
1,22193,23599,mother
1,22194,23600,father
1,22195,23600,mother
1,22196,23601,father
1,22197,23601,mother
1,22198,23602,father
1,22199,23602,mother
1,22200,23603,father
1,22201,23603,mother
1,22202,23604,father
1,22203,23604,mother
1,22204,23605,father
1,22205,23605,mother
1,22206,23606,father
1,22207,23606,mother
1,22208,23607,father
1,22209,23607,mother
1,22210,23608,father
1,22211,23608,mother
1,22212,23609,father
1,22213,23609,mother
1,22214,23610,father
1,22215,23610,mother
1,22216,23611,father
1,22217,23611,mother
1,22218,23612,father
1,22219,23612,mother
1,22220,23613,father
1,22221,23613,mother
1,22222,23614,father
1,22223,23614,mother
1,22224,23615,father
1,22225,23615,mother
1,22226,23616,father
1,22227,23616,mother
1,22228,23617,father
1,22229,23617,mother
1,22230,23618,father
1,22231,23618,mother
1,22232,23619,father
1,22233,23619,mother
1,22234,23620,father
1,22235,23620,mother
1,22236,23621,father
1,22237,23621,mother
1,22238,23622,father
1,22239,23622,mother
1,22240,23623,father
1,22241,23623,mother
1,22242,23624,father
1,22243,23624,mother
1,22244,23625,father
1,22245,23625,mother
1,22246,23626,father
1,22247,23626,mother
1,22248,23627,father
1,22249,23627,mother
1,22250,23628,father
1,22251,23628,mother
1,22252,23629,father
1,22253,23629,mother
1,22254,23630,father
1,22255,23630,mother
1,22256,23631,father
1,22257,23631,mother
1,22258,23632,father
1,22259,23632,mother
1,22260,23633,father
1,22261,23633,mother
1,22262,23634,father
1,22263,23634,mother
1,22264,23635,father
1,22265,23635,mother
1,22266,23636,father
1,22267,23636,mother
1,22268,23637,father
1,22269,23637,mother
1,22270,23638,father
1,22271,23638,mother
1,22272,23639,father
1,22273,23639,mother
1,22274,23640,father
1,22275,23640,mother
1,22276,23641,father
1,22277,23641,mother
1,22278,23642,father
1,22279,23642,mother
1,22280,23643,father
1,22281,23643,mother
1,22282,23644,father
1,22283,23644,mother
1,22284,23645,father
1,22285,23645,mother
1,22286,23646,father
1,22287,23646,mother
1,22288,23647,father
1,22289,23647,mother
1,22290,23648,father
1,22291,23648,mother
1,22292,23649,father
1,22293,23649,mother
1,22294,23650,father
1,22295,23650,mother
1,22296,23651,father
1,22297,23651,mother
1,22298,23652,father
1,22299,23652,mother
1,22300,23653,father
1,22301,23653,mother
1,22302,23654,father
1,22303,23654,mother
1,22304,23655,father
1,22305,23655,mother
1,22306,23656,father
1,22307,23656,mother
1,22308,23657,father
1,22309,23657,mother
1,22310,23658,father
1,22311,23658,mother
1,22312,23659,father
1,22313,23659,mother
1,22314,23660,father
1,22315,23660,mother
1,22316,23661,father
1,22317,23661,mother
1,22318,23662,father
1,22319,23662,mother
1,22320,23663,father
1,22321,23663,mother
1,22322,23664,father
1,22323,23664,mother
1,22324,23665,father
1,22325,23665,mother
1,22326,23666,father
1,22327,23666,mother
1,22328,23667,father
1,22329,23667,mother
1,22330,23668,father
1,22331,23668,mother
1,22332,23669,father
1,22333,23669,mother
1,22334,23670,father
1,22335,23670,mother
1,22336,23671,father
1,22337,23671,mother
1,22338,23672,father
1,22339,23672,mother
1,22340,23673,father
1,22341,23673,mother
1,22342,23674,father
1,22343,23674,mother
1,22344,23675,father
1,22345,23675,mother
1,22346,23676,father
1,22347,23676,mother
1,22348,23677,father
1,22349,23677,mother
1,22350,23678,father
1,22351,23678,mother
1,22352,23679,father
1,22353,23679,mother
1,22354,23680,father
1,22355,23680,mother
1,22356,23681,father
1,22357,23681,mother
1,22358,23682,father
1,22359,23682,mother
1,22360,23683,father
1,22361,23683,mother
1,22362,23684,father
1,22363,23684,mother
1,22364,23685,father
1,22365,23685,mother
1,22366,23686,father
1,22367,23686,mother
1,22368,23687,father
1,22369,23687,mother
1,22370,23688,father
1,22371,23688,mother
1,22372,23689,father
1,22373,23689,mother
1,22374,23690,father
1,22375,23690,mother
1,22376,23691,father
1,22377,23691,mother
1,22378,23692,father
1,22379,23692,mother
1,22380,23693,father
1,22381,23693,mother
1,22382,23694,father
1,22383,23694,mother
1,22384,23695,father
1,22385,23695,mother
1,22386,23696,father
1,22387,23696,mother
1,22388,23697,father
1,22389,23697,mother
1,22390,23698,father
1,22391,23698,mother
1,22392,23699,father
1,22393,23699,mother
1,22394,23700,father
1,22395,23700,mother
1,22396,23701,father
1,22397,23701,mother
1,22398,23702,father
1,22399,23702,mother
1,22400,23703,father
1,22401,23703,mother
1,22402,23704,father
1,22403,23704,mother
1,22404,23705,father
1,22405,23705,mother
1,22406,23706,father
1,22407,23706,mother
1,22408,23707,father
1,22409,23707,mother
1,22410,23708,father
1,22411,23708,mother
1,22412,23709,father
1,22413,23709,mother
1,22414,23710,father
1,22415,23710,mother
1,22416,23711,father
1,22417,23711,mother
1,22418,23712,father
1,22419,23712,mother
1,22420,23713,father
1,22421,23713,mother
1,22422,23714,father
1,22423,23714,mother
1,22424,23715,father
1,22425,23715,mother
1,22426,23716,father
1,22427,23716,mother
1,22428,23717,father
1,22429,23717,mother
1,22430,23718,father
1,22431,23718,mother
1,22432,23719,father
1,22433,23719,mother
1,22434,23720,father
1,22435,23720,mother
1,22436,23721,father
1,22437,23721,mother
1,22438,23722,father
1,22439,23722,mother
1,22440,23723,father
1,22441,23723,mother
1,22442,23724,father
1,22443,23724,mother
1,22444,23725,father
1,22445,23725,mother
1,22446,23726,father
1,22447,23726,mother
1,22448,23727,father
1,22449,23727,mother
1,22450,23728,father
1,22451,23728,mother
1,22452,23729,father
1,22453,23729,mother
1,22454,23730,father
1,22455,23730,mother
1,22456,23731,father
1,22457,23731,mother
1,22458,23732,father
1,22459,23732,mother
1,22460,23733,father
1,22461,23733,mother
1,22462,23734,father
1,22463,23734,mother
1,22464,23735,father
1,22465,23735,mother
1,22466,23736,father
1,22467,23736,mother
1,22468,23737,father
1,22469,23737,mother
1,22470,23738,father
1,22471,23738,mother
1,22472,23739,father
1,22473,23739,mother
1,22474,23740,father
1,22475,23740,mother
1,22476,23741,father
1,22477,23741,mother
1,22478,23742,father
1,22479,23742,mother
1,22480,23743,father
1,22481,23743,mother
1,22482,23744,father
1,22483,23744,mother
1,22484,23745,father
1,22485,23745,mother
1,22486,23746,father
1,22487,23746,mother
1,22488,23747,father
1,22489,23747,mother
1,22490,23748,father
1,22491,23748,mother
1,22492,23749,father
1,22493,23749,mother
1,22494,23750,father
1,22495,23750,mother
1,22496,23751,father
1,22497,23751,mother
1,22498,23752,father
1,22499,23752,mother
1,22500,23753,father
1,22501,23753,mother
1,22502,23754,father
1,22503,23754,mother
1,22504,23755,father
1,22505,23755,mother
1,22506,23756,father
1,22507,23756,mother
1,22508,23757,father
1,22509,23757,mother
1,22510,23758,father
1,22511,23758,mother
1,22512,23759,father
1,22513,23759,mother
1,22514,23760,father
1,22515,23760,mother
1,22516,23761,father
1,22517,23761,mother
1,22518,23762,father
1,22519,23762,mother
1,22520,23763,father
1,22521,23763,mother
1,22522,23764,father
1,22523,23764,mother
1,22524,23765,father
1,22525,23765,mother
1,22526,23766,father
1,22527,23766,mother
1,22528,23767,father
1,22529,23767,mother
1,22530,23768,father
1,22531,23768,mother
1,22532,23769,father
1,22533,23769,mother
1,22534,23770,father
1,22535,23770,mother
1,22536,23771,father
1,22537,23771,mother
1,22538,23772,father
1,22539,23772,mother
1,22540,23773,father
1,22541,23773,mother
1,22542,23774,father
1,22543,23774,mother
1,22544,23775,father
1,22545,23775,mother
1,22546,23776,father
1,22547,23776,mother
1,22548,23777,father
1,22549,23777,mother
1,22550,23778,father
1,22551,23778,mother
1,22552,23779,father
1,22553,23779,mother
1,22554,23780,father
1,22555,23780,mother
1,22556,23781,father
1,22557,23781,mother
1,22558,23782,father
1,22559,23782,mother
1,22560,23783,father
1,22561,23783,mother
1,22562,23784,father
1,22563,23784,mother
1,22564,23785,father
1,22565,23785,mother
1,22566,23786,father
1,22567,23786,mother
1,22568,23787,father
1,22569,23787,mother
1,22570,23788,father
1,22571,23788,mother
1,22572,23789,father
1,22573,23789,mother
1,22574,23790,father
1,22575,23790,mother
1,22576,23791,father
1,22577,23791,mother
1,22578,23792,father
1,22579,23792,mother
1,22580,23793,father
1,22581,23793,mother
1,22582,23794,father
1,22583,23794,mother
1,22584,23795,father
1,22585,23795,mother
1,22586,23796,father
1,22587,23796,mother
1,22588,23797,father
1,22589,23797,mother
1,22590,23798,father
1,22591,23798,mother
1,22592,23799,father
1,22593,23799,mother
1,22594,23800,father
1,22595,23800,mother
1,22596,23801,father
1,22597,23801,mother
1,22598,23802,father
1,22599,23802,mother
1,22600,23803,father
1,22601,23803,mother
1,22602,23804,father
1,22603,23804,mother
1,22604,23805,father
1,22605,23805,mother
1,22606,23806,father
1,22607,23806,mother
1,22608,23807,father
1,22609,23807,mother
1,22610,23808,father
1,22611,23808,mother
1,22612,23809,father
1,22613,23809,mother
1,22614,23810,father
1,22615,23810,mother
1,22616,23811,father
1,22617,23811,mother
1,22618,23812,father
1,22619,23812,mother
1,22620,23813,father
1,22621,23813,mother
1,22622,23814,father
1,22623,23814,mother
1,22624,23815,father
1,22625,23815,mother
1,22626,23816,father
1,22627,23816,mother
1,22628,23817,father
1,22629,23817,mother
1,22630,23818,father
1,22631,23818,mother
1,22632,23819,father
1,22633,23819,mother
1,22634,23820,father
1,22635,23820,mother
1,22636,23821,father
1,22637,23821,mother
1,22638,23822,father
1,22639,23822,mother
1,22640,23823,father
1,22641,23823,mother
1,22642,23824,father
1,22643,23824,mother
1,22644,23825,father
1,22645,23825,mother
1,22646,23826,father
1,22647,23826,mother
1,22648,23827,father
1,22649,23827,mother
1,22650,23828,father
1,22651,23828,mother
1,22652,23829,father
1,22653,23829,mother
1,22654,23830,father
1,22655,23830,mother
1,22656,23831,father
1,22657,23831,mother
1,22658,23832,father
1,22659,23832,mother
1,22660,23833,father
1,22661,23833,mother
1,22662,23834,father
1,22663,23834,mother
1,22664,23835,father
1,22665,23835,mother
1,22666,23836,father
1,22667,23836,mother
1,22668,23837,father
1,22669,23837,mother
1,22670,23838,father
1,22671,23838,mother
1,22672,23839,father
1,22673,23839,mother
1,22674,23840,father
1,22675,23840,mother
1,22676,23841,father
1,22677,23841,mother
1,22678,23842,father
1,22679,23842,mother
1,22680,23843,father
1,22681,23843,mother
1,22682,23844,father
1,22683,23844,mother
1,22684,23845,father
1,22685,23845,mother
1,22686,23846,father
1,22687,23846,mother
1,22688,23847,father
1,22689,23847,mother
1,22690,23848,father
1,22691,23848,mother
1,22692,23849,father
1,22693,23849,mother
1,22694,23850,father
1,22695,23850,mother
1,22696,23851,father
1,22697,23851,mother
1,22698,23852,father
1,22699,23852,mother
1,22700,23853,father
1,22701,23853,mother
1,22702,23854,father
1,22703,23854,mother
1,22704,23855,father
1,22705,23855,mother
1,22706,23856,father
1,22707,23856,mother
1,22708,23857,father
1,22709,23857,mother
1,22710,23858,father
1,22711,23858,mother
1,22712,23859,father
1,22713,23859,mother
1,22714,23860,father
1,22715,23860,mother
1,22716,23861,father
1,22717,23861,mother
1,22718,23862,father
1,22719,23862,mother
1,22720,23863,father
1,22721,23863,mother
1,22722,23864,father
1,22723,23864,mother
1,22724,23865,father
1,22725,23865,mother
1,22726,23866,father
1,22727,23866,mother
1,22728,23867,father
1,22729,23867,mother
1,22730,23868,father
1,22731,23868,mother
1,22732,23869,father
1,22733,23869,mother
1,22734,23870,father
1,22735,23870,mother
1,22736,23871,father
1,22737,23871,mother
1,22738,23872,father
1,22739,23872,mother
1,22740,23873,father
1,22741,23873,mother
1,22742,23874,father
1,22743,23874,mother
1,22744,23875,father
1,22745,23875,mother
1,22746,23876,father
1,22747,23876,mother
1,22748,23877,father
1,22749,23877,mother
1,22750,23878,father
1,22751,23878,mother
1,22752,23879,father
1,22753,23879,mother
1,22754,23880,father
1,22755,23880,mother
1,22756,23881,father
1,22757,23881,mother
1,22758,23882,father
1,22759,23882,mother
1,22760,23883,father
1,22761,23883,mother
1,22762,23884,father
1,22763,23884,mother
1,22764,23885,father
1,22765,23885,mother
1,22766,23886,father
1,22767,23886,mother
1,22768,23887,father
1,22769,23887,mother
1,22770,23888,father
1,22771,23888,mother
1,22772,23889,father
1,22773,23889,mother
1,22774,23890,father
1,22775,23890,mother
1,22776,23891,father
1,22777,23891,mother
1,22778,23892,father
1,22779,23892,mother
1,22780,23893,father
1,22781,23893,mother
1,22782,23894,father
1,22783,23894,mother
1,22784,23895,father
1,22785,23895,mother
1,22786,23896,father
1,22787,23896,mother
1,22788,23897,father
1,22789,23897,mother
1,22790,23898,father
1,22791,23898,mother
1,22792,23899,father
1,22793,23899,mother
1,22794,23900,father
1,22795,23900,mother
1,22796,23901,father
1,22797,23901,mother
1,22798,23902,father
1,22799,23902,mother
1,22800,23903,father
1,22801,23903,mother
1,22802,23904,father
1,22803,23904,mother
1,22804,23905,father
1,22805,23905,mother
1,22806,23906,father
1,22807,23906,mother
1,22808,23907,father
1,22809,23907,mother
1,22810,23908,father
1,22811,23908,mother
1,22812,23909,father
1,22813,23909,mother
1,22814,23910,father
1,22815,23910,mother
1,22816,23911,father
1,22817,23911,mother
1,22818,23912,father
1,22819,23912,mother
1,22820,23913,father
1,22821,23913,mother
1,22822,23914,father
1,22823,23914,mother
1,22824,23915,father
1,22825,23915,mother
1,22826,23916,father
1,22827,23916,mother
1,22828,23917,father
1,22829,23917,mother
1,22830,23918,father
1,22831,23918,mother
1,22832,23919,father
1,22833,23919,mother
1,22834,23920,father
1,22835,23920,mother
1,22836,23921,father
1,22837,23921,mother
1,22838,23922,father
1,22839,23922,mother
1,22840,23923,father
1,22841,23923,mother
1,22842,23924,father
1,22843,23924,mother
1,22844,23925,father
1,22845,23925,mother
1,22846,23926,father
1,22847,23926,mother
1,22848,23927,father
1,22849,23927,mother
1,22850,23928,father
1,22851,23928,mother
1,22852,23929,father
1,22853,23929,mother
1,22854,23930,father
1,22855,23930,mother
1,22856,23931,father
1,22857,23931,mother
1,22858,23932,father
1,22859,23932,mother
1,22860,23933,father
1,22861,23933,mother
1,22862,23934,father
1,22863,23934,mother
1,22864,23935,father
1,22865,23935,mother
1,22866,23936,father
1,22867,23936,mother
1,22868,23937,father
1,22869,23937,mother
1,22870,23938,father
1,22871,23938,mother
1,22872,23939,father
1,22873,23939,mother
1,22874,23940,father
1,22875,23940,mother
1,22876,23941,father
1,22877,23941,mother
1,22878,23942,father
1,22879,23942,mother
1,22880,23943,father
1,22881,23943,mother
1,22882,23944,father
1,22883,23944,mother
1,22884,23945,father
1,22885,23945,mother
1,22886,23946,father
1,22887,23946,mother
1,22888,23947,father
1,22889,23947,mother
1,22890,23948,father
1,22891,23948,mother
1,22892,23949,father
1,22893,23949,mother
1,22894,23950,father
1,22895,23950,mother
1,22896,23951,father
1,22897,23951,mother
1,22898,23952,father
1,22899,23952,mother
1,22900,23953,father
1,22901,23953,mother
1,22902,23954,father
1,22903,23954,mother
1,22904,23955,father
1,22905,23955,mother
1,22906,23956,father
1,22907,23956,mother
1,22908,23957,father
1,22909,23957,mother
1,22910,23958,father
1,22911,23958,mother
1,22912,23959,father
1,22913,23959,mother
1,22914,23960,father
1,22915,23960,mother
1,22916,23961,father
1,22917,23961,mother
1,22918,23962,father
1,22919,23962,mother
1,22920,23963,father
1,22921,23963,mother
1,22922,23964,father
1,22923,23964,mother
1,22924,23965,father
1,22925,23965,mother
1,22926,23966,father
1,22927,23966,mother
1,22928,23967,father
1,22929,23967,mother
1,22930,23968,father
1,22931,23968,mother
1,22932,23969,father
1,22933,23969,mother
1,22934,23970,father
1,22935,23970,mother
1,22936,23971,father
1,22937,23971,mother
1,22938,23972,father
1,22939,23972,mother
1,22940,23973,father
1,22941,23973,mother
1,22942,23974,father
1,22943,23974,mother
1,22944,23975,father
1,22945,23975,mother
1,22946,23976,father
1,22947,23976,mother
1,22948,23977,father
1,22949,23977,mother
1,22950,23978,father
1,22951,23978,mother
1,22952,23979,father
1,22953,23979,mother
1,22954,23980,father
1,22955,23980,mother
1,22956,23981,father
1,22957,23981,mother
1,22958,23982,father
1,22959,23982,mother
1,22960,23983,father
1,22961,23983,mother
1,22962,23984,father
1,22963,23984,mother
1,22964,23985,father
1,22965,23985,mother
1,22966,23986,father
1,22967,23986,mother
1,22968,23987,father
1,22969,23987,mother
1,22970,23988,father
1,22971,23988,mother
1,22972,23989,father
1,22973,23989,mother
1,22974,23990,father
1,22975,23990,mother
1,22976,23991,father
1,22977,23991,mother
1,22978,23992,father
1,22979,23992,mother
1,22980,23993,father
1,22981,23993,mother
1,22982,23994,father
1,22983,23994,mother
1,22984,23995,father
1,22985,23995,mother
1,22986,23996,father
1,22987,23996,mother
1,22988,23997,father
1,22989,23997,mother
1,22990,23998,father
1,22991,23998,mother
1,22992,23999,father
1,22993,23999,mother
1,22994,24000,father
1,22995,24000,mother
1,22996,24001,father
1,22997,24001,mother
1,22998,24002,father
1,22999,24002,mother
1,23000,24003,father
1,23001,24003,mother
1,23002,24004,father
1,23003,24004,mother
1,23004,24005,father
1,23005,24005,mother
1,23006,24006,father
1,23007,24006,mother
1,23008,24007,father
1,23009,24007,mother
1,23010,24008,father
1,23011,24008,mother
1,23012,24009,father
1,23013,24009,mother
1,23014,24010,father
1,23015,24010,mother
1,23016,24011,father
1,23017,24011,mother
1,23018,24012,father
1,23019,24012,mother
1,23020,24013,father
1,23021,24013,mother
1,23022,24014,father
1,23023,24014,mother
1,23024,24015,father
1,23025,24015,mother
1,23026,24016,father
1,23027,24016,mother
1,23028,24017,father
1,23029,24017,mother
1,23030,24018,father
1,23031,24018,mother
1,23032,24019,father
1,23033,24019,mother
1,23034,24020,father
1,23035,24020,mother
